country,year,HIV.perc
Bhutan,1991,0.06
Bolivia,1991,0.1
Bosnia and Herzegovina,1991,NA
Botswana,1991,5.1
Brazil,1991,0.45
British Virgin Islands,1991,NA
Brunei,1991,NA
Bulgaria,1991,0.06
Burkina Faso,1991,4
Burundi,1991,4.5
Cambodia,1991,0.8
Cameroon,1991,1
Canada,1991,0.2
Cape Verde,1991,NA
Cayman Islands,1991,NA
Central African Republic,1991,4.6
Chad,1991,1.3
Channel Islands,1991,NA
Chile,1991,0.06
China,1991,NA
Christmas Island,1991,NA
Cocos Island,1991,NA
Colombia,1991,0.3
Comoros,1991,0.06
"Congo, Dem. Rep.",1991,NA
"Congo, Rep.",1991,5.2
Cook Is,1991,NA
Costa Rica,1991,0.06
Cote d'Ivoire,1991,3.3
Croatia,1991,0.06
Cuba,1991,0.06
Cyprus,1991,NA
Czech Republic,1991,0.06
Czechoslovakia,1991,NA
Denmark,1991,0.06
Djibouti,1991,1.1
Dominica,1991,NA
Dominican Republic,1991,0.5
East Germany,1991,NA
Ecuador,1991,0.4
Egypt,1991,0.06
El Salvador,1991,0.2
Equatorial Guinea,1991,0.2
Eritrea,1991,0.4
Eritrea and Ethiopia,1991,NA
Estonia,1991,0.06
Ethiopia,1991,NA
Faeroe Islands,1991,NA
Falkland Is (Malvinas),1991,NA
Fiji,1991,0.06
Finland,1991,0.06
France,1991,0.3
French Guiana,1991,NA
French Polynesia,1991,NA
Gabon,1991,1.2
Gambia,1991,0.1
Georgia,1991,0.06
Germany,1991,0.1
Ghana,1991,0.4
Gibraltar,1991,NA
Greece,1991,0.1
Greenland,1991,NA
Grenada,1991,NA
Guadeloupe,1991,NA
Guam,1991,NA
Guatemala,1991,0.1
Guernsey,1991,NA
Guinea,1991,1.3
Guinea-Bissau,1991,0.3
Guyana,1991,2.7
Haiti,1991,1.6
Holy See,1991,NA
Honduras,1991,1.2
"Hong Kong, China",1991,NA
Hungary,1991,0.1
Iceland,1991,0.06
India,1991,0.1
Indonesia,1991,0.06
Iran,1991,0.06
Iraq,1991,NA
Ireland,1991,0.06
Isle of Man,1991,NA
Israel,1991,0.1
Italy,1991,0.3
Jamaica,1991,2.2
Japan,1991,0.06
Jersey,1991,NA
Jordan,1991,NA
Kazakhstan,1991,0.06
Kenya,1991,5.4
Kiribati,1991,NA
North Korea,1991,NA
South Korea,1991,0.06
"United Korea (former)
",1991,NA
Kosovo,1991,NA
Kuwait,1991,NA
Kyrgyz Republic,1991,0.06
Lao,1991,0.06
Latvia,1991,0.06
Lebanon,1991,0.06
Lesotho,1991,1.7
Liberia,1991,0.5
Libya,1991,NA
Liechtenstein,1991,NA
Lithuania,1991,0.06
Luxembourg,1991,0.1
"Macao, China",1991,NA
"Macedonia, FYR",1991,NA
Madagascar,1991,0.2
Malawi,1991,8.8
Malaysia,1991,0.1
Maldives,1991,0.06
Mali,1991,0.6
Malta,1991,0.06
Marshall Islands,1991,NA
Martinique,1991,NA
Mauritania,1991,0.2
Mauritius,1991,0.1
Mayotte,1991,NA
Mexico,1991,0.4
"Micronesia, Fed. Sts.",1991,NA
Moldova,1991,0.1
Monaco,1991,NA
Mongolia,1991,0.06
Montenegro,1991,NA
Montserrat,1991,NA
Morocco,1991,0.06
Mozambique,1991,1.6
Myanmar,1991,0.3
Namibia,1991,2.2
Nauru,1991,NA
Nepal,1991,0.3
Netherlands,1991,0.1
Netherlands Antilles,1991,NA
New Caledonia,1991,NA
New Zealand,1991,0.1
Ngorno-Karabakh,1991,NA
Nicaragua,1991,0.06
Niger,1991,0.1
Nigeria,1991,2.2
Niue,1991,NA
Norfolk Island,1991,NA
Northern Cyprus,1991,NA
Northern Mariana Islands,1991,NA
Norway,1991,0.06
Oman,1991,0.06
Pakistan,1991,0.06
Palau,1991,NA
Panama,1991,0.3
Papua New Guinea,1991,0.06
Paraguay,1991,0.1
Peru,1991,0.4
Philippines,1991,0.06
Pitcairn,1991,NA
Poland,1991,0.06
Portugal,1991,0.1
Puerto Rico,1991,NA
Qatar,1991,0.06
Reunion,1991,NA
Romania,1991,0.06
Russia,1991,0.06
Rwanda,1991,5.2
St. BarthÃ©lemy,1991,NA
St. Helena,1991,NA
St. Kitts and Nevis,1991,NA
St. Lucia,1991,NA
St. Martin,1991,NA
St. Vincent and the Grenadines,1991,NA
St.-Pierre-et-Miquelon,1991,NA
Samoa,1991,NA
San Marino,1991,NA
Sao Tome and Principe,1991,NA
Saudi Arabia,1991,NA
Senegal,1991,0.2
Serbia,1991,0.1
Serbia and Montenegro,1991,NA
Serbia excluding Kosovo,1991,NA
Seychelles,1991,NA
Sierra Leone,1991,0.06
Singapore,1991,0.06
Slovak Republic,1991,0.06
Slovenia,1991,0.06
Solomon Islands,1991,NA
Somalia,1991,0.1
Somaliland,1991,NA
South Africa,1991,1.2
South Ossetia,1991,NA
Spain,1991,0.4
Sri Lanka,1991,0.06
Sudan,1991,0.1
Suriname,1991,0.2
Svalbard,1991,NA
Swaziland,1991,3.2
Sweden,1991,0.1
Switzerland,1991,0.2
Syria,1991,NA
Taiwan,1991,NA
Tajikistan,1991,0.06
Tanzania,1991,5.7
Thailand,1991,1.5
Timor-Leste,1991,NA
Togo,1991,0.8
Tokelau,1991,NA
Tonga,1991,NA
Transnistria,1991,NA
Trinidad and Tobago,1991,0.3
Tunisia,1991,0.06
Turkey,1991,0.06
Turkmenistan,1991,NA
Turks and Caicos Islands,1991,NA
Tuvalu,1991,NA
Uganda,1991,10.7
Ukraine,1991,0.2
United Arab Emirates,1991,NA
United Kingdom,1991,0.1
United States,1991,0.5
Uruguay,1991,0.1
USSR,1991,NA
Uzbekistan,1991,0.06
Wallis et Futuna,1991,NA
Vanuatu,1991,NA
Venezuela,1991,NA
West Bank and Gaza,1991,NA
West Germany,1991,NA
Western Sahara,1991,NA
Vietnam,1991,0.06
Virgin Islands (U.S.),1991,NA
North Yemen (former),1991,NA
South Yemen (former),1991,NA
Yemen,1991,NA
Yugoslavia,1991,NA
Zambia,1991,13.6
Zimbabwe,1991,13.6
Ã…land,1991,NA
South Sudan,1991,NA
Christian,1991,NA
Coastline,1991,NA
CuraÃ§ao,1991,NA
Sint Maarten (Dutch part),1991,NA
St. Martin (French part),1991,NA
Antarctica,1991,NA
"Virgin Islands, British",1991,NA
Hawaiian Trade Zone,1991,NA
U.S. Pacific Islands,1991,NA
Wake Island,1991,NA
Bonaire,1991,NA
Sark,1991,NA
Chinese Taipei,1991,NA
Saint Eustatius,1991,NA
Saba,1991,NA
Abkhazia,1992,NA
Afghanistan,1992,NA
Akrotiri and Dhekelia,1992,NA
Albania,1992,NA
Algeria,1992,0.06
American Samoa,1992,NA
Andorra,1992,NA
Angola,1992,1
Anguilla,1992,NA
Antigua and Barbuda,1992,NA
Argentina,1992,0.3
Armenia,1992,0.06
Aruba,1992,NA
Australia,1992,0.1
Austria,1992,0.06
Azerbaijan,1992,0.06
Bahamas,1992,3.9
Bahrain,1992,NA
Bangladesh,1992,0.06
Barbados,1992,0.1
Belarus,1992,0.06
Belgium,1992,0.1
Belize,1992,1
Benin,1992,0.5
Bermuda,1992,NA
Bhutan,1992,0.06
Bolivia,1992,0.2
Bosnia and Herzegovina,1992,NA
Botswana,1992,7.3
Brazil,1992,0.45
British Virgin Islands,1992,NA
Brunei,1992,NA
Bulgaria,1992,0.06
Burkina Faso,1992,3.9
Burundi,1992,5.1
Cambodia,1992,1
Cameroon,1992,1.6
Canada,1992,0.2
Cape Verde,1992,NA
Cayman Islands,1992,NA
Central African Republic,1992,6.3
Chad,1992,1.5
Channel Islands,1992,NA
Chile,1992,0.1
China,1992,NA
Christmas Island,1992,NA
Cocos Island,1992,NA
Colombia,1992,0.4
Comoros,1992,0.06
"Congo, Dem. Rep.",1992,NA
"Congo, Rep.",1992,5
Cook Is,1992,NA
Costa Rica,1992,0.06
Cote d'Ivoire,1992,4.4
Croatia,1992,0.06
Cuba,1992,0.06
Cyprus,1992,NA
Czech Republic,1992,0.06
Czechoslovakia,1992,NA
Denmark,1992,0.06
Djibouti,1992,1.4
Dominica,1992,NA
Dominican Republic,1992,0.6
East Germany,1992,NA
Ecuador,1992,0.4
Egypt,1992,0.06
El Salvador,1992,0.2
Equatorial Guinea,1992,0.2
Eritrea,1992,0.6
Eritrea and Ethiopia,1992,NA
Estonia,1992,0.06
Ethiopia,1992,NA
Faeroe Islands,1992,NA
Falkland Is (Malvinas),1992,NA
Fiji,1992,0.06
Finland,1992,0.06
France,1992,0.3
French Guiana,1992,NA
French Polynesia,1992,NA
Gabon,1992,1.6
Gambia,1992,0.1
Georgia,1992,0.06
Germany,1992,0.1
Ghana,1992,0.7
Gibraltar,1992,NA
Greece,1992,0.1
Greenland,1992,NA
Grenada,1992,NA
Guadeloupe,1992,NA
Guam,1992,NA
Guatemala,1992,0.1
Guernsey,1992,NA
Guinea,1992,1.5
Guinea-Bissau,1992,0.4
Guyana,1992,2.6
Haiti,1992,2.3
Holy See,1992,NA
Honduras,1992,1.4
"Hong Kong, China",1992,NA
Hungary,1992,0.1
Iceland,1992,0.1
India,1992,0.1
Indonesia,1992,0.06
Iran,1992,0.06
Iraq,1992,NA
Ireland,1992,0.1
Isle of Man,1992,NA
Israel,1992,0.1
Italy,1992,0.3
Jamaica,1992,2.2
Japan,1992,0.06
Jersey,1992,NA
Jordan,1992,NA
Kazakhstan,1992,0.06
Kenya,1992,7
Kiribati,1992,NA
North Korea,1992,NA
South Korea,1992,0.06
"United Korea (former)
",1992,NA
Kosovo,1992,NA
Kuwait,1992,NA
Kyrgyz Republic,1992,0.06
Lao,1992,0.06
Latvia,1992,0.06
Lebanon,1992,0.06
Lesotho,1992,3.3
Liberia,1992,1
Libya,1992,NA
Liechtenstein,1992,NA
Lithuania,1992,0.06
Luxembourg,1992,0.1
"Macao, China",1992,NA
"Macedonia, FYR",1992,NA
Madagascar,1992,0.2
Malawi,1992,10.5
Malaysia,1992,0.1
Maldives,1992,0.06
Mali,1992,1
Malta,1992,0.06
Marshall Islands,1992,NA
Martinique,1992,NA
Mauritania,1992,0.2
Mauritius,1992,0.1
Mayotte,1992,NA
Mexico,1992,0.4
"Micronesia, Fed. Sts.",1992,NA
Moldova,1992,0.1
Monaco,1992,NA
Mongolia,1992,0.06
Montenegro,1992,NA
Montserrat,1992,NA
Morocco,1992,0.06
Mozambique,1992,2.1
Myanmar,1992,0.4
Namibia,1992,3
Nauru,1992,NA
Nepal,1992,0.3
Netherlands,1992,0.1
Netherlands Antilles,1992,NA
New Caledonia,1992,NA
New Zealand,1992,0.1
Ngorno-Karabakh,1992,NA
Nicaragua,1992,0.06
Niger,1992,0.2
Nigeria,1992,3.1
Niue,1992,NA
Norfolk Island,1992,NA
Northern Cyprus,1992,NA
Northern Mariana Islands,1992,NA
Norway,1992,0.1
Oman,1992,0.06
Pakistan,1992,0.06
Palau,1992,NA
Panama,1992,0.3
Papua New Guinea,1992,0.06
Paraguay,1992,0.2
Peru,1992,0.5
Philippines,1992,0.06
Pitcairn,1992,NA
Poland,1992,0.06
Portugal,1992,0.2
Puerto Rico,1992,NA
Qatar,1992,0.06
Reunion,1992,NA
Romania,1992,0.06
Russia,1992,0.06
Rwanda,1992,5.1
St. BarthÃ©lemy,1992,NA
St. Helena,1992,NA
St. Kitts and Nevis,1992,NA
St. Lucia,1992,NA
St. Martin,1992,NA
St. Vincent and the Grenadines,1992,NA
St.-Pierre-et-Miquelon,1992,NA
Samoa,1992,NA
San Marino,1992,NA
Sao Tome and Principe,1992,NA
Saudi Arabia,1992,NA
Senegal,1992,0.2
Serbia,1992,0.1
Serbia and Montenegro,1992,NA
Serbia excluding Kosovo,1992,NA
Seychelles,1992,NA
Sierra Leone,1992,0.1
Singapore,1992,0.1
Slovak Republic,1992,0.06
Slovenia,1992,0.06
Solomon Islands,1992,NA
Somalia,1992,0.1
Somaliland,1992,NA
South Africa,1992,1.8
South Ossetia,1992,NA
Spain,1992,0.4
Sri Lanka,1992,0.06
Sudan,1992,0.1
Suriname,1992,0.2
Svalbard,1992,NA
Swaziland,1992,4.4
Sweden,1992,0.1
Switzerland,1992,0.3
Syria,1992,NA
Taiwan,1992,NA
Tajikistan,1992,0.06
Tanzania,1992,6.5
Thailand,1992,1.8
Timor-Leste,1992,NA
Togo,1992,1.2
Tokelau,1992,NA
Tonga,1992,NA
Transnistria,1992,NA
Trinidad and Tobago,1992,0.4
Tunisia,1992,0.06
Turkey,1992,0.06
Turkmenistan,1992,NA
Turks and Caicos Islands,1992,NA
Tuvalu,1992,NA
Uganda,1992,10.5
Ukraine,1992,0.2
United Arab Emirates,1992,NA
United Kingdom,1992,0.1
United States,1992,0.5
Uruguay,1992,0.1
USSR,1992,NA
Uzbekistan,1992,0.06
Wallis et Futuna,1992,NA
Vanuatu,1992,NA
Venezuela,1992,NA
West Bank and Gaza,1992,NA
West Germany,1992,NA
Western Sahara,1992,NA
Vietnam,1992,0.06
Virgin Islands (U.S.),1992,NA
North Yemen (former),1992,NA
South Yemen (former),1992,NA
Yemen,1992,NA
Yugoslavia,1992,NA
Zambia,1992,14.2
Zimbabwe,1992,17.2
Ã…land,1992,NA
South Sudan,1992,NA
Christian,1992,NA
Coastline,1992,NA
CuraÃ§ao,1992,NA
Sint Maarten (Dutch part),1992,NA
St. Martin (French part),1992,NA
Antarctica,1992,NA
"Virgin Islands, British",1992,NA
Hawaiian Trade Zone,1992,NA
U.S. Pacific Islands,1992,NA
Wake Island,1992,NA
Bonaire,1992,NA
Sark,1992,NA
Chinese Taipei,1992,NA
Saint Eustatius,1992,NA
Saba,1992,NA
Abkhazia,1993,NA
Afghanistan,1993,NA
Akrotiri and Dhekelia,1993,NA
Albania,1993,NA
Algeria,1993,0.06
American Samoa,1993,NA
Andorra,1993,NA
Angola,1993,1.2
Anguilla,1993,NA
Antigua and Barbuda,1993,NA
Argentina,1993,0.3
Armenia,1993,0.06
Aruba,1993,NA
Australia,1993,0.1
Austria,1993,0.06
Azerbaijan,1993,0.06
Bahamas,1993,3.9
Bahrain,1993,NA
Bangladesh,1993,0.06
Barbados,1993,0.1
Belarus,1993,0.06
Belgium,1993,0.1
Belize,1993,1.2
Benin,1993,0.7
Bermuda,1993,NA
Bhutan,1993,0.06
Bolivia,1993,0.2
Bosnia and Herzegovina,1993,NA
Botswana,1993,10.1
Brazil,1993,0.4
British Virgin Islands,1993,NA
Brunei,1993,NA
Bulgaria,1993,0.06
Burkina Faso,1993,3.8
Burundi,1993,5.5
Cambodia,1993,1.2
Cameroon,1993,2.5
Canada,1993,0.2
Cape Verde,1993,NA
Cayman Islands,1993,NA
Central African Republic,1993,7.9
Chad,1993,1.7
Channel Islands,1993,NA
Chile,1993,0.1
China,1993,NA
Christmas Island,1993,NA
Cocos Island,1993,NA
Colombia,1993,0.5
Comoros,1993,0.06
"Congo, Dem. Rep.",1993,NA
"Congo, Rep.",1993,4.8
Cook Is,1993,NA
Costa Rica,1993,0.06
Cote d'Ivoire,1993,5.5
Croatia,1993,0.06
Cuba,1993,0.06
Cyprus,1993,NA
Czech Republic,1993,0.06
Czechoslovakia,1993,NA
Denmark,1993,0.1
Djibouti,1993,1.7
Dominica,1993,NA
Dominican Republic,1993,0.7
East Germany,1993,NA
Ecuador,1993,0.5
Egypt,1993,0.06
El Salvador,1993,0.2
Equatorial Guinea,1993,0.3
Eritrea,1993,0.8
Eritrea and Ethiopia,1993,NA
Estonia,1993,0.06
Ethiopia,1993,NA
Faeroe Islands,1993,NA
Falkland Is (Malvinas),1993,NA
Fiji,1993,0.06
Finland,1993,0.06
France,1993,0.3
French Guiana,1993,NA
French Polynesia,1993,NA
Gabon,1993,2
Gambia,1993,0.2
Georgia,1993,0.06
Germany,1993,0.1
Ghana,1993,0.9
Gibraltar,1993,NA
Greece,1993,0.1
Greenland,1993,NA
Grenada,1993,NA
Guadeloupe,1993,NA
Guam,1993,NA
Guatemala,1993,0.2
Guernsey,1993,NA
Guinea,1993,1.7
Guinea-Bissau,1993,0.6
Guyana,1993,2.5
Haiti,1993,3.3
Holy See,1993,NA
Honduras,1993,1.4
"Hong Kong, China",1993,NA
Hungary,1993,0.1
Iceland,1993,0.1
India,1993,0.2
Indonesia,1993,0.06
Iran,1993,0.06
Iraq,1993,NA
Ireland,1993,0.1
Isle of Man,1993,NA
Israel,1993,0.1
Italy,1993,0.3
Jamaica,1993,2.2
Japan,1993,0.06
Jersey,1993,NA
Jordan,1993,NA
Kazakhstan,1993,0.06
Kenya,1993,8.4
Kiribati,1993,NA
North Korea,1993,NA
South Korea,1993,0.06
"United Korea (former)
",1993,NA
Kosovo,1993,NA
Kuwait,1993,NA
Kyrgyz Republic,1993,0.06
Lao,1993,0.06
Latvia,1993,0.1
Lebanon,1993,0.1
Lesotho,1993,5.9
Liberia,1993,1.7
Libya,1993,NA
Liechtenstein,1993,NA
Lithuania,1993,0.06
Luxembourg,1993,0.1
"Macao, China",1993,NA
"Macedonia, FYR",1993,NA
Madagascar,1993,0.2
Malawi,1993,11.9
Malaysia,1993,0.2
Maldives,1993,0.06
Mali,1993,1.4
Malta,1993,0.06
Marshall Islands,1993,NA
Martinique,1993,NA
Mauritania,1993,0.3
Mauritius,1993,0.1
Mayotte,1993,NA
Mexico,1993,0.4
"Micronesia, Fed. Sts.",1993,NA
Moldova,1993,0.1
Monaco,1993,NA
Mongolia,1993,0.06
Montenegro,1993,NA
Montserrat,1993,NA
Morocco,1993,0.06
Mozambique,1993,2.7
Myanmar,1993,0.4
Namibia,1993,4.1
Nauru,1993,NA
Nepal,1993,0.3
Netherlands,1993,0.1
Netherlands Antilles,1993,NA
New Caledonia,1993,NA
New Zealand,1993,0.06
Ngorno-Karabakh,1993,NA
Nicaragua,1993,0.1
Niger,1993,0.3
Nigeria,1993,3.6
Niue,1993,NA
Norfolk Island,1993,NA
Northern Cyprus,1993,NA
Northern Mariana Islands,1993,NA
Norway,1993,0.1
Oman,1993,0.06
Pakistan,1993,0.06
Palau,1993,NA
Panama,1993,0.4
Papua New Guinea,1993,0.1
Paraguay,1993,0.2
Peru,1993,0.5
Philippines,1993,0.06
Pitcairn,1993,NA
Poland,1993,0.1
Portugal,1993,0.2
Puerto Rico,1993,NA
Qatar,1993,0.06
Reunion,1993,NA
Romania,1993,0.1
Russia,1993,0.06
Rwanda,1993,5
St. BarthÃ©lemy,1993,NA
St. Helena,1993,NA
St. Kitts and Nevis,1993,NA
St. Lucia,1993,NA
St. Martin,1993,NA
St. Vincent and the Grenadines,1993,NA
St.-Pierre-et-Miquelon,1993,NA
Samoa,1993,NA
San Marino,1993,NA
Sao Tome and Principe,1993,NA
Saudi Arabia,1993,NA
Senegal,1993,0.3
Serbia,1993,0.1
Serbia and Montenegro,1993,NA
Serbia excluding Kosovo,1993,NA
Seychelles,1993,NA
Sierra Leone,1993,0.1
Singapore,1993,0.1
Slovak Republic,1993,0.06
Slovenia,1993,0.06
Solomon Islands,1993,NA
Somalia,1993,0.1
Somaliland,1993,NA
South Africa,1993,2.9
South Ossetia,1993,NA
Spain,1993,0.5
Sri Lanka,1993,0.06
Sudan,1993,0.1
Suriname,1993,0.4
Svalbard,1993,NA
Swaziland,1993,6.1
Sweden,1993,0.1
Switzerland,1993,0.3
Syria,1993,NA
Taiwan,1993,NA
Tajikistan,1993,0.06
Tanzania,1993,7.1
Thailand,1993,2
Timor-Leste,1993,NA
Togo,1993,1.6
Tokelau,1993,NA
Tonga,1993,NA
Transnistria,1993,NA
Trinidad and Tobago,1993,0.5
Tunisia,1993,0.06
Turkey,1993,0.06
Turkmenistan,1993,NA
Turks and Caicos Islands,1993,NA
Tuvalu,1993,NA
Uganda,1993,10.2
Ukraine,1993,0.2
United Arab Emirates,1993,NA
United Kingdom,1993,0.1
United States,1993,0.5
Uruguay,1993,0.1
USSR,1993,NA
Uzbekistan,1993,0.06
Wallis et Futuna,1993,NA
Vanuatu,1993,NA
Venezuela,1993,NA
West Bank and Gaza,1993,NA
West Germany,1993,NA
Western Sahara,1993,NA
Vietnam,1993,0.1
Virgin Islands (U.S.),1993,NA
North Yemen (former),1993,NA
South Yemen (former),1993,NA
Yemen,1993,NA
Yugoslavia,1993,NA
Zambia,1993,14.6
Zimbabwe,1993,20.6
Ã…land,1993,NA
South Sudan,1993,NA
Christian,1993,NA
Coastline,1993,NA
CuraÃ§ao,1993,NA
Sint Maarten (Dutch part),1993,NA
St. Martin (French part),1993,NA
Antarctica,1993,NA
"Virgin Islands, British",1993,NA
Hawaiian Trade Zone,1993,NA
U.S. Pacific Islands,1993,NA
Wake Island,1993,NA
Bonaire,1993,NA
Sark,1993,NA
Chinese Taipei,1993,NA
Saint Eustatius,1993,NA
Saba,1993,NA
Abkhazia,1994,NA
Afghanistan,1994,NA
Akrotiri and Dhekelia,1994,NA
Albania,1994,NA
Algeria,1994,0.06
American Samoa,1994,NA
Andorra,1994,NA
Angola,1994,1.4
Anguilla,1994,NA
Antigua and Barbuda,1994,NA
Argentina,1994,0.3
Armenia,1994,0.06
Aruba,1994,NA
Australia,1994,0.1
Austria,1994,0.06
Azerbaijan,1994,0.06
Bahamas,1994,3.8
Bahrain,1994,NA
Bangladesh,1994,0.06
Barbados,1994,0.1
Belarus,1994,0.06
Belgium,1994,0.1
Belize,1994,1.4
Benin,1994,0.9
Bermuda,1994,NA
Bhutan,1994,0.06
Bolivia,1994,0.2
Bosnia and Herzegovina,1994,NA
Botswana,1994,13.3
Brazil,1994,0.4
British Virgin Islands,1994,NA
Brunei,1994,NA
Bulgaria,1994,0.06
Burkina Faso,1994,3.6
Burundi,1994,5.8
Cambodia,1994,1.3
Cameroon,1994,3.4
Canada,1994,0.2
Cape Verde,1994,NA
Cayman Islands,1994,NA
Central African Republic,1994,9
Chad,1994,1.9
Channel Islands,1994,NA
Chile,1994,0.1
China,1994,NA
Christmas Island,1994,NA
Cocos Island,1994,NA
Colombia,1994,0.6
Comoros,1994,0.06
"Congo, Dem. Rep.",1994,NA
"Congo, Rep.",1994,4.6
Cook Is,1994,NA
Costa Rica,1994,0.06
Cote d'Ivoire,1994,6.4
Croatia,1994,0.06
Cuba,1994,0.06
Cyprus,1994,NA
Czech Republic,1994,0.06
Czechoslovakia,1994,NA
Denmark,1994,0.1
Djibouti,1994,2
Dominica,1994,NA
Dominican Republic,1994,0.8
East Germany,1994,NA
Ecuador,1994,0.5
Egypt,1994,0.06
El Salvador,1994,0.3
Equatorial Guinea,1994,0.3
Eritrea,1994,0.9
Eritrea and Ethiopia,1994,NA
Estonia,1994,0.1
Ethiopia,1994,NA
Faeroe Islands,1994,NA
Falkland Is (Malvinas),1994,NA
Fiji,1994,0.06
Finland,1994,0.06
France,1994,0.3
French Guiana,1994,NA
French Polynesia,1994,NA
Gabon,1994,2.6
Gambia,1994,0.2
Georgia,1994,0.06
Germany,1994,0.1
Ghana,1994,1.3
Gibraltar,1994,NA
Greece,1994,0.1
Greenland,1994,NA
Grenada,1994,NA
Guadeloupe,1994,NA
Guam,1994,NA
Guatemala,1994,0.2
Guernsey,1994,NA
Guinea,1994,1.8
Guinea-Bissau,1994,0.7
Guyana,1994,2.3
Haiti,1994,3.6
Holy See,1994,NA
Honduras,1994,1.5
"Hong Kong, China",1994,NA
Hungary,1994,0.1
Iceland,1994,0.1
India,1994,0.2
Indonesia,1994,0.06
Iran,1994,0.06
Iraq,1994,NA
Ireland,1994,0.1
Isle of Man,1994,NA
Israel,1994,0.1
Italy,1994,0.3
Jamaica,1994,2.2
Japan,1994,0.06
Jersey,1994,NA
Jordan,1994,NA
Kazakhstan,1994,0.06
Kenya,1994,9.6
Kiribati,1994,NA
North Korea,1994,NA
South Korea,1994,0.06
"United Korea (former)
",1994,NA
Kosovo,1994,NA
Kuwait,1994,NA
Kyrgyz Republic,1994,0.06
Lao,1994,0.06
Latvia,1994,0.1
Lebanon,1994,0.1
Lesotho,1994,9.8
Liberia,1994,2.5
Libya,1994,NA
Liechtenstein,1994,NA
Lithuania,1994,0.06
Luxembourg,1994,0.1
"Macao, China",1994,NA
"Macedonia, FYR",1994,NA
Madagascar,1994,0.2
Malawi,1994,13.1
Malaysia,1994,0.3
Maldives,1994,0.06
Mali,1994,1.7
Malta,1994,0.1
Marshall Islands,1994,NA
Martinique,1994,NA
Mauritania,1994,0.3
Mauritius,1994,0.1
Mayotte,1994,NA
Mexico,1994,0.3
"Micronesia, Fed. Sts.",1994,NA
Moldova,1994,0.1
Monaco,1994,NA
Mongolia,1994,0.06
Montenegro,1994,NA
Montserrat,1994,NA
Morocco,1994,0.06
Mozambique,1994,3.4
Myanmar,1994,0.5
Namibia,1994,5.5
Nauru,1994,NA
Nepal,1994,0.4
Netherlands,1994,0.1
Netherlands Antilles,1994,NA
New Caledonia,1994,NA
New Zealand,1994,0.06
Ngorno-Karabakh,1994,NA
Nicaragua,1994,0.1
Niger,1994,0.4
Nigeria,1994,3.8
Niue,1994,NA
Norfolk Island,1994,NA
Northern Cyprus,1994,NA
Northern Mariana Islands,1994,NA
Norway,1994,0.1
Oman,1994,0.06
Pakistan,1994,0.06
Palau,1994,NA
Panama,1994,1.1
Papua New Guinea,1994,0.1
Paraguay,1994,0.2
Peru,1994,0.5
Philippines,1994,0.06
Pitcairn,1994,NA
Poland,1994,0.1
Portugal,1994,0.3
Puerto Rico,1994,NA
Qatar,1994,0.06
Reunion,1994,NA
Romania,1994,0.1
Russia,1994,0.06
Rwanda,1994,4.9
St. BarthÃ©lemy,1994,NA
St. Helena,1994,NA
St. Kitts and Nevis,1994,NA
St. Lucia,1994,NA
St. Martin,1994,NA
St. Vincent and the Grenadines,1994,NA
St.-Pierre-et-Miquelon,1994,NA
Samoa,1994,NA
San Marino,1994,NA
Sao Tome and Principe,1994,NA
Saudi Arabia,1994,NA
Senegal,1994,0.3
Serbia,1994,0.1
Serbia and Montenegro,1994,NA
Serbia excluding Kosovo,1994,NA
Seychelles,1994,NA
Sierra Leone,1994,0.1
Singapore,1994,0.1
Slovak Republic,1994,0.06
Slovenia,1994,0.06
Solomon Islands,1994,NA
Somalia,1994,0.1
Somaliland,1994,NA
South Africa,1994,4.3
South Ossetia,1994,NA
Spain,1994,0.5
Sri Lanka,1994,0.06
Sudan,1994,0.1
Suriname,1994,0.6
Svalbard,1994,NA
Swaziland,1994,8.1
Sweden,1994,0.1
Switzerland,1994,0.3
Syria,1994,NA
Taiwan,1994,NA
Tajikistan,1994,0.06
Tanzania,1994,7.6
Thailand,1994,2.1
Timor-Leste,1994,NA
Togo,1994,2
Tokelau,1994,NA
Tonga,1994,NA
Transnistria,1994,NA
Trinidad and Tobago,1994,0.6
Tunisia,1994,0.06
Turkey,1994,0.06
Turkmenistan,1994,NA
Turks and Caicos Islands,1994,NA
Tuvalu,1994,NA
Uganda,1994,9.8
Ukraine,1994,0.3
United Arab Emirates,1994,NA
United Kingdom,1994,0.1
United States,1994,0.5
Uruguay,1994,0.1
USSR,1994,NA
Uzbekistan,1994,0.06
Wallis et Futuna,1994,NA
Vanuatu,1994,NA
Venezuela,1994,NA
West Bank and Gaza,1994,NA
West Germany,1994,NA
Western Sahara,1994,NA
Vietnam,1994,0.1
Virgin Islands (U.S.),1994,NA
North Yemen (former),1994,NA
South Yemen (former),1994,NA
Yemen,1994,NA
Yugoslavia,1994,NA
Zambia,1994,14.9
Zimbabwe,1994,23.3
Ã…land,1994,NA
South Sudan,1994,NA
Christian,1994,NA
Coastline,1994,NA
CuraÃ§ao,1994,NA
Sint Maarten (Dutch part),1994,NA
St. Martin (French part),1994,NA
Antarctica,1994,NA
"Virgin Islands, British",1994,NA
Hawaiian Trade Zone,1994,NA
U.S. Pacific Islands,1994,NA
Wake Island,1994,NA
Bonaire,1994,NA
Sark,1994,NA
Chinese Taipei,1994,NA
Saint Eustatius,1994,NA
